,userId,rating,MovieTitle,Genre
119,3,4.5,All the Way Boys,Adventure-Action-Comedy
120,3,4.0,The Ewok Adventure,Adventure-Family-Fantasy-Science Fiction-TV Movie
121,3,4.0,Say Anything...,Comedy-Drama-Romance
124,3,3.0,Tuya's Marriage,Drama-Romance-Foreign
127,3,3.5,Young and Innocent,Drama-Crime
128,3,4.0,A Very Long Engagement,Drama
130,3,5.0,License to Wed,Comedy
142,3,3.5,Loose Screws,Comedy
145,3,3.0,Confession of a Child of the Century,Drama
149,4,5.0,Italian for Beginners,Comedy-Drama-Romance
150,4,5.0,Donnie Darko,Fantasy-Drama-Mystery
151,4,4.0,Lost in Translation,Drama
152,4,3.0,"20,000 Leagues Under the Sea",Adventure-Drama-Science Fiction
153,4,3.0,A Clockwork Orange,Science Fiction-Drama
154,4,5.0,The 39 Steps,Action-Thriller-Mystery
155,4,4.0,Casablanca,Drama-Romance
156,4,5.0,Terminator 3: Rise of the Machines,Action-Thriller-Science Fiction
157,4,3.0,Jurassic Park,Adventure-Science Fiction
158,4,5.0,Cockles and Muscles,Comedy
161,4,5.0,Batman Returns,Action-Fantasy
163,4,3.0,Rain Man,Drama
164,4,3.0,Summer in Berlin,Comedy-Drama
165,4,3.0,Cube,Thriller-Science Fiction-Mystery
166,4,4.0,Tough Enough,Drama-Thriller
167,4,1.0,The Day After Tomorrow,Action-Adventure-Science Fiction-Thriller
168,4,4.0,Aliens vs Predator: Requiem,Fantasy-Action-Science Fiction-Thriller-Horror
169,4,4.0,Popular Music,Comedy-Drama
170,4,4.0,As It Is in Heaven,Romance-Drama-Comedy-Music
171,4,5.0,Monsoon Wedding,Comedy-Drama-Romance
172,4,5.0,The Man with the Golden Arm,Crime-Drama-Romance
173,4,5.0,Silent Hill,Horror-Mystery
175,4,3.0,The Hours,Drama
176,4,5.0,The Terminal,Comedy-Drama
177,4,5.0,The Grapes of Wrath,Drama
179,4,5.0,The Last Samurai,Drama-Action-War-History
180,4,5.0,Sleepless in Seattle,Comedy-Drama-Romance
181,4,5.0,Cool Hand Luke,Crime-Drama
182,4,4.0,The Big Sleep,Crime-Drama-Mystery-Thriller
183,4,5.0,The Thomas Crown Affair,Drama-Crime-Romance
184,4,5.0,Blood: The Last Vampire,Fantasy-Animation-Horror-Comedy-Thriller-Science Fiction
194,4,5.0,Arlington Road,Drama-Thriller-Mystery
196,4,5.0,Point Break,Action-Thriller-Crime
198,4,5.0,Dreamgirls,Drama
199,4,5.0,Princesses,Drama
209,4,5.0,The Talented Mr. Ripley,Thriller-Crime-Drama
218,4,5.0,Because I Said So,Comedy
220,4,4.0,Notes on a Scandal,Drama-Romance
221,4,5.0,Bridge to Terabithia,Adventure-Drama-Family
223,4,5.0,The Dreamers,Drama-Romance
224,4,5.0,Dogtown and Z-Boys,Documentary
225,4,4.0,Torrente 3 The Protector,Comedy-Crime
234,4,4.0,Rocky III,Drama
235,4,3.0,Blood Diamond,Drama-Thriller-Action
236,4,4.0,Rocky IV,Drama
237,4,3.0,Sweet Sixteen,Crime-Drama
238,4,3.0,Houseboat,Comedy-Drama-Family-Romance
239,4,5.0,Gleaming the Cube,Drama
240,4,5.0,Superstar: The Karen Carpenter Story,Drama-Music
242,4,5.0,Mirror,Drama-History
243,4,3.0,Imagine Me & You,Drama-Comedy-Romance
244,4,5.0,Rope,Crime-Drama-Mystery-Thriller
248,4,5.0,Transformers,Adventure-Science Fiction-Action
249,4,4.0,Who Killed Bambi?,Thriller
250,4,2.0,Or (My Treasure),Drama
252,4,5.0,The Butterfly Effect,Science Fiction-Thriller
253,4,5.0,My Name Is Bruce,Comedy-Horror
254,4,3.0,Ask the Dust,Drama-Romance
255,4,5.0,Fools Rush In,Drama-Comedy-Romance
256,4,5.0,The Most Dangerous Game,Adventure-Horror-Thriller
257,4,5.0,Aguirre: The Wrath of God,Adventure-Drama-History
258,4,3.0,The Last Mistress,Drama-Romance
259,4,2.0,Anatomy of Hell,Drama
260,4,5.0,Sister Act,Music-Comedy
261,4,4.0,The Edge of Heaven,Drama
262,4,5.0,The Wedding Planner,Comedy
263,4,4.0,The Bachelor,Comedy
264,4,4.0,Jack & Sarah,Comedy-Drama-Romance
265,4,4.0,Infinity,Drama-Romance
266,4,4.0,Training Day,Action-Crime-Drama-Thriller
267,4,5.0,The Gift,Horror-Drama-Thriller-Mystery
268,4,3.0,Mr. Holland's Opus,Music-Drama-Family
269,4,5.0,While You Were Sleeping,Comedy-Drama-Romance
270,4,5.0,The Pawnshop,Comedy
271,4,5.0,X-Men Origins: Wolverine,Adventure-Action-Thriller-Science Fiction
273,4,5.0,Romeo Must Die,Action-Crime-Thriller
274,4,5.0,Nick of Time,Crime-Drama-Thriller
275,4,5.0,The Getaway,Drama-Action-Thriller
276,4,5.0,The Badge,Crime-Thriller
277,4,4.0,Roustabout,Drama-Music-Romance
279,4,5.0,The Last Castle,Action-Drama-Thriller
280,4,5.0,Solar Crisis,Adventure-Drama-Action-Thriller-Science Fiction-Foreign
281,4,4.0,American Pie,Comedy-Romance
282,4,5.0,Rush Hour,Action-Comedy-Crime-Thriller
283,4,3.0,Wasabi,Drama-Action-Comedy
284,4,5.0,Final Fantasy: The Spirits Within,Adventure-Action-Animation-Fantasy-Science Fiction-Thriller
285,4,5.0,Light of Day,Music-Drama
286,4,4.0,Color of Night,Drama-Mystery-Romance-Thriller
287,4,5.0,Kiss of the Dragon,Action-Crime-Thriller
288,4,4.0,James Dean,Drama
289,4,4.0,Carla's Song,War-Drama-Romance
290,4,5.0,One Night at McCool's,Action-Comedy-Crime
291,4,5.0,Fantastic Voyage,Adventure-Science Fiction
293,4,3.0,My Tutor,Comedy-Drama-Romance
296,4,3.0,Music Box,Crime-Drama-Romance-Thriller
297,4,5.0,The Golden Compass,Adventure-Fantasy
298,4,5.0,Cold Mountain,Drama
299,4,4.0,Holy Matrimony,Comedy
300,4,4.0,Teheran '43,Action-Drama-Thriller
304,4,5.0,The Chronicles of Narnia: Prince Caspian,Adventure-Family-Fantasy
307,4,1.0,Uncle Buck,Comedy-Drama-Family
309,4,5.0,Heathers,Thriller-Comedy-Drama
312,4,4.0,Titanic,Action-Drama-Romance
315,4,4.0,David,Drama-History
316,4,1.0,American Pie 2,Comedy-Romance
317,4,5.0,Reality Bites,Drama
318,4,5.0,The Chronicles of Riddick: Dark Fury,Action-Animation-Science Fiction-Thriller
334,4,3.0,Dr. Jekyll and Mr. Hyde,Drama-Horror-Science Fiction
335,4,5.0,Young Frankenstein,Comedy-Science Fiction
337,4,5.0,Night Watch,Fantasy-Action-Thriller
338,4,5.0,The Big Parade,Drama-Romance-War
340,4,4.0,I Love You to Death,Action-Comedy-Crime
341,4,4.0,Frankenstein Created Woman,Horror-Science Fiction
345,4,4.0,The Projected Man,Horror-Science Fiction
351,5,4.0,Shadows in Paradise,Drama-Comedy
353,5,4.0,Run Lola Run,Action-Drama-Thriller
354,5,4.0,Donnie Darko,Fantasy-Drama-Mystery
355,5,4.0,48 Hrs.,Thriller-Action-Comedy-Crime-Drama
356,5,3.5,Syriana,Drama-Thriller
357,5,4.5,Underworld,Fantasy-Action-Thriller
358,5,3.5,"Bang, Boom, Bang",Crime-Action-Comedy
360,5,4.0,Batman Returns,Action-Fantasy
362,5,4.0,A Nightmare on Elm Street,Horror
363,5,4.0,Aliens vs Predator: Requiem,Fantasy-Action-Science Fiction-Thriller-Horror
364,5,4.5,Reservoir Dogs,Crime-Thriller
365,5,4.0,Wag the Dog,Comedy-Drama
366,5,3.5,Silent Hill,Horror-Mystery
367,5,4.0,To Kill a Mockingbird,Crime-Drama
368,5,5.0,Titanic,Drama-Romance-Thriller
369,5,3.5,Mrs. Doubtfire,Comedy-Drama-Family
370,5,2.5,Sleepless in Seattle,Comedy-Drama-Romance
371,5,3.5,Cool Hand Luke,Crime-Drama
372,5,4.0,Blood: The Last Vampire,Fantasy-Animation-Horror-Comedy-Thriller-Science Fiction
377,5,4.0,The Good Shepherd,Drama-Thriller-History
379,5,5.0,Gleaming the Cube,Drama
380,5,3.5,The Cave of the Yellow Dog,Documentary-Drama
381,5,4.5,Get Carter,Crime-Thriller
382,5,3.5,Imagine Me & You,Drama-Comedy-Romance
383,5,4.0,Mothra vs. Godzilla,Fantasy-Science Fiction-Action-Adventure
384,5,4.0,All the Way Boys,Adventure-Action-Comedy
385,5,4.0,Fahrenheit 9/11,
387,5,4.5,Twin Peaks: Fire Walk with Me,Drama-Mystery
388,5,4.0,My Name Is Bruce,Comedy-Horror
389,5,4.0,Fools Rush In,Drama-Comedy-Romance
390,5,3.5,Two Brothers,Adventure-Drama-Family
391,5,1.5,Hidalgo,Western-Adventure
394,5,4.0,Jay and Silent Bob Strike Back,Comedy
395,5,3.5,Reign Over Me,Drama
397,5,3.5,The Bourne Supremacy,Action-Drama-Thriller
399,5,4.5,Tuya's Marriage,Drama-Romance-Foreign
401,5,3.5,Young and Innocent,Drama-Crime
402,5,3.5,American Pie 2,Comedy-Romance
405,5,3.5,The Searchers,Western
406,5,3.5,Battle Royale,Drama-Thriller-Adventure
414,5,4.5,The Prize,Drama-Mystery-Crime
420,5,4.5,Boogie Nights,Drama
427,5,3.0,Waiter,Comedy
428,5,4.0,Miffo,Comedy-Drama
430,5,4.0,The Very Thought of You,Comedy-Romance
436,5,4.0,Top of the Food Chain,Horror-Comedy-Science Fiction
440,5,4.5,Star 80,Drama
442,5,3.5,House of Dracula,Horror-Science Fiction
443,5,5.0,Downhill Racer,Drama
447,5,4.5,Best Worst Movie,Documentary-Comedy
448,5,4.0,New York Doll,Documentary-Music
449,5,4.0,The Nomi Song,Documentary-Foreign
450,5,4.5,Indestructible Man,Crime-Horror-Science Fiction
451,6,4.0,Scarface,Action-Crime-Drama-Thriller
452,6,2.0,Knockin' on Heaven's Door,Comedy-Crime
453,6,2.0,"20,000 Leagues Under the Sea",Adventure-Drama-Science Fiction
454,6,5.0,A River Runs Through It,Drama
455,6,4.0,The Grapes of Wrath,Drama
456,6,4.0,Cool Hand Luke,Crime-Drama
458,6,4.5,Ghost Rider,Thriller-Action-Fantasy-Horror
459,6,4.5,Notes on a Scandal,Drama-Romance
461,6,4.5,Torrente 3 The Protector,Comedy-Crime
462,6,2.0,A Brief History of Time,Documentary
463,6,2.0,Speed 2: Cruise Control,Action-Adventure-Thriller
464,6,2.0,Escape from the Planet of the Apes,Action-Science Fiction
467,6,3.0,Don Juan DeMarco,Romance-Drama-Comedy
468,6,3.0,We Own the Night,Drama-Crime-Thriller
469,6,4.0,Hard Target,Action-Adventure-Crime-Thriller
470,6,4.0,Cyberjack,Action-Science Fiction-Thriller
472,6,3.5,The Bourne Supremacy,Action-Drama-Thriller
473,6,3.0,Madame Bovary,Drama-Foreign-Romance
476,6,2.0,Pleasantville,Fantasy-Drama-Comedy
477,6,4.0,The Red Elvis,Documentary
479,6,4.5,Secret Agent,Thriller
480,6,3.0,"André Hazes, Zij Gelooft in Mij",Documentary
481,6,1.0,Don't Make Waves,Comedy
482,6,4.0,The Searchers,Western
485,6,1.5,Read It and Weep,Comedy-Drama-Family-TV Movie
486,6,1.5,Love Is the Devil: Study for a Portrait of Francis Bacon,TV Movie-Drama
488,6,3.0,Ken Park,Drama
491,6,3.5,The Garden of Eden,Drama
494,6,4.5,My Best Friend's Wedding,Comedy-Romance
497,7,3.0,The Endless Summer,Documentary
501,7,3.0,Run Lola Run,Action-Drama-Thriller
502,7,5.0,Three Colors: Red,Drama-Mystery-Romance
503,7,4.0,Italian for Beginners,Comedy-Drama-Romance
504,7,4.0,Donnie Darko,Fantasy-Drama-Mystery
506,7,2.0,To Be or Not to Be,Comedy-War
507,7,3.0,Dead Poets Society,Drama
508,7,5.0,The 39 Steps,Action-Thriller-Mystery
509,7,3.0,Batman Begins,Action-Crime-Drama
510,7,2.0,Grill Point,Comedy-Drama
511,7,5.0,The Million Dollar Hotel,Drama-Thriller
512,7,3.0,Jurassic Park,Adventure-Science Fiction
513,7,3.0,Bollywood/Hollywood,Comedy-Drama-Music-Romance
514,7,3.0,Eyes Wide Shut,Mystery-Drama
518,7,3.0,Batman Returns,Action-Fantasy
520,7,3.0,A Nightmare on Elm Street,Horror
521,7,4.0,Rain Man,Drama
522,7,4.0,Monsoon Wedding,Comedy-Drama-Romance
523,7,3.0,Reservoir Dogs,Crime-Thriller
524,7,4.0,Terminator Salvation,Action-Science Fiction-Thriller
525,7,3.0,Psycho,Drama-Horror-Thriller
526,7,4.0,The Man with the Golden Arm,Crime-Drama-Romance
527,7,4.0,The Poseidon Adventure,Action-Adventure
528,7,4.0,Silent Hill,Horror-Mystery
530,7,4.0,The Hours,Drama
531,7,3.0,The Conversation,Crime-Drama-Mystery
532,7,4.0,The Terminal,Comedy-Drama
533,7,3.0,To Kill a Mockingbird,Crime-Drama
535,7,4.0,Harry Potter and the Philosopher's Stone,Adventure-Fantasy-Family
536,7,3.0,The Living Daylights,Action-Adventure-Thriller
541,7,5.0,The Sixth Sense,Mystery-Thriller-Drama
542,7,3.0,The Passion of Joan of Arc,Drama-History
543,7,2.0,Almost Famous,Drama-Music
544,7,4.0,Dawn of the Dead,Fantasy-Horror-Action
546,7,3.0,Arlington Road,Drama-Thriller-Mystery
550,7,3.0,Dreamgirls,Drama
566,7,3.0,The Dreamers,Drama-Romance
574,7,3.0,Rocky III,Drama
575,7,3.0,Blood Diamond,Drama-Thriller-Action
576,7,2.0,The Discovery of Heaven,Drama-Fantasy
577,7,4.0,Rocky IV,Drama
578,7,3.0,Rocky V,Drama
579,7,3.0,Sweet Sixteen,Crime-Drama
580,7,3.0,Nostalgia,Drama-Romance
581,7,5.0,Greed,Drama-History
582,7,1.0,Cutthroat Island,Action-Adventure
587,8,4.0,Three Colors: Red,Drama-Mystery-Romance
588,8,3.5,The 39 Steps,Action-Thriller-Mystery
590,8,4.0,Terminator 3: Rise of the Machines,Action-Thriller-Science Fiction
591,8,5.0,The Million Dollar Hotel,Drama-Thriller
593,8,4.5,Sissi,Comedy-Drama-Romance
595,8,2.0,Casino,Drama-Crime
596,8,5.0,Once Were Warriors,Drama
597,8,5.0,Blackmail,Drama-Thriller-Crime
599,8,4.5,Solaris,Drama-Science Fiction-Adventure-Mystery
600,8,4.0,Interview with the Vampire,Horror-Romance
601,8,3.5,Rosemary's Baby,Horror-Drama-Mystery
602,8,5.0,Sleepless in Seattle,Comedy-Drama-Romance
610,8,4.0,Notes on a Scandal,Drama-Romance
611,8,3.0,Bridge to Terabithia,Adventure-Drama-Family
615,8,0.5,A Brief History of Time,Documentary
616,8,4.0,Superstar: The Karen Carpenter Story,Drama-Music
617,8,3.0,The Cave of the Yellow Dog,Documentary-Drama
619,8,3.0,Parenthood,Comedy-Drama-Family
625,8,5.0,Fahrenheit 9/11,
627,8,5.0,My Name Is Bruce,Comedy-Horror
628,8,4.0,Say Anything...,Comedy-Drama-Romance
629,8,3.0,The Last Castle,Action-Drama-Thriller
630,8,3.0,Cleopatra Jones and the Casino of Gold,Action-Adventure-Drama
632,8,4.5,Avalon,Drama
633,8,4.0,Local Color,Drama
637,8,5.0,The Bourne Supremacy,Action-Drama-Thriller
640,8,4.5,Young and Innocent,Drama-Crime
641,8,2.5,American Pie 2,Comedy-Romance
642,8,4.5,The Chronicles of Riddick: Dark Fury,Action-Animation-Science Fiction-Thriller
645,8,3.0,A Very Long Engagement,Drama
648,8,4.0,License to Wed,Comedy
650,8,5.0,The Tunnel,Science Fiction
654,8,4.5,Beetlejuice,Fantasy-Comedy
656,8,4.5,That Man from Rio,Action-Adventure-Comedy
657,8,5.0,Shriek If You Know What I Did Last Friday the Thirteenth,Comedy
660,8,3.5,And Then There Were None,Crime-Drama-Mystery
661,8,3.5,Muxmäuschenstill,Comedy-Drama
663,8,4.0,Under the Sand,Drama-Mystery
664,8,3.5,5 Card Stud,Action-Western-Thriller
665,8,3.5,Boogie Nights,Drama
666,8,5.0,Carry On Doctor,Comedy
686,8,4.0,Wayne's World 2,Music-Comedy
687,8,3.0,My Best Friend's Wedding,Comedy-Romance
689,8,4.5,Downhill Racer,Drama
694,8,3.5,Best Worst Movie,Documentary-Comedy
697,8,3.0,Beloved Enemy,Drama-Romance
698,8,3.0,Hero at Large,Action-Comedy-Drama
700,9,4.0,The Dark,Horror-Thriller-Mystery
701,9,3.0,Walk on Water,Drama
704,9,4.0,The Million Dollar Hotel,Drama-Thriller
705,9,4.0,The Green Mile,Fantasy-Drama-Crime
707,9,5.0,Once Were Warriors,Drama
708,9,5.0,Terminator Salvation,Action-Science Fiction-Thriller
709,9,4.0,Solaris,Drama-Science Fiction-Adventure-Mystery
710,9,5.0,Men in Black II,Action-Adventure-Comedy-Science Fiction
712,9,5.0,The Hidden Fortress,Adventure-Drama-Action-Comedy
715,9,4.0,A Brief History of Time,Documentary
716,9,3.0,The Rapture,Mystery-Drama
717,9,2.0,Thelma & Louise,Drama-Thriller-Crime-Adventure
718,9,4.0,School of Rock,Comedy-Music
719,9,4.0,King Kong vs. Godzilla,Action-Adventure-Science Fiction
720,9,5.0,Mothra vs. Godzilla,Fantasy-Science Fiction-Action-Adventure
722,9,3.0,All the Way Boys,Adventure-Action-Comedy
724,9,4.0,Say Anything...,Comedy-Drama-Romance
725,9,4.0,Wedlock,Action-Science Fiction-Thriller
726,9,4.0,Kiss of the Dragon,Action-Crime-Thriller
728,9,3.0,The Golden Compass,Adventure-Fantasy
731,9,4.0,Jacob's Ladder,Drama-Mystery-Horror
732,9,2.0,Jay and Silent Bob Strike Back,Comedy
733,9,4.0,Avalon,Drama
738,9,4.0,The Bourne Identity,Action-Drama-Mystery-Thriller
739,9,2.0,Spanglish,Comedy
742,9,4.0,Young and Innocent,Drama-Crime
745,10,4.0,Star Trek: The Motion Picture,Science Fiction-Adventure-Mystery
746,10,4.0,The Million Dollar Hotel,Drama-Thriller
747,10,3.0,"Bang, Boom, Bang",Crime-Action-Comedy
748,10,4.0,Eyes Wide Shut,Mystery-Drama
749,10,3.0,The Conversation,Crime-Drama-Mystery
752,10,3.0,Point Break,Action-Thriller-Crime
754,10,4.0,Princesses,Drama
763,10,5.0,A Brief History of Time,Documentary
766,10,3.0,Teenage Mutant Ninja Turtles III,Action-Adventure-Comedy-Family-Fantasy-Science Fiction
767,10,5.0,The Miracle of Bern,Drama-Comedy
768,10,3.0,Hostel,Horror
770,10,5.0,The Soft Skin,Drama-Romance
771,10,2.0,Marie Antoinette,Drama-History
772,10,5.0,Twin Peaks: Fire Walk with Me,Drama-Mystery
773,10,3.0,The Breakfast Club,Comedy-Drama
777,10,4.0,Spanglish,Comedy
782,10,4.0,A Very Long Engagement,Drama
784,10,4.0,"André Hazes, Zij Gelooft in Mij",Documentary
785,10,2.0,The Addams Family,Horror-Comedy-Fantasy
786,10,5.0,The Three Musketeers,Action-Adventure-Comedy-Drama
789,10,4.0,Dr. Jekyll and Mr. Hyde,Horror-Science Fiction
791,11,1.0,Million Dollar Baby,Drama
793,11,3.0,Predator 2,Science Fiction-Action-Thriller
794,11,5.0,Terminator 3: Rise of the Machines,Action-Thriller-Science Fiction
795,11,4.5,Monsieur  Hulot's Holiday,Comedy-Family
797,11,5.0,Dawn of the Dead,Horror
800,11,5.0,Cutthroat Island,Action-Adventure
801,11,3.0,Or (My Treasure),Drama
802,11,3.5,Savior,History-Drama-War
804,11,3.0,Young and Innocent,Drama-Crime
808,11,5.0,La Chienne,Drama
822,11,4.0,Ring of Fire II: Blood and Steel,Drama-Action-Thriller
825,11,4.0,Heart of the Country,Family-Romance-Drama
828,12,3.0,Live and Let Die,Adventure-Action-Thriller
831,12,2.0,Men in Black II,Action-Adventure-Comedy-Science Fiction
832,12,1.0,Harry Potter and the Prisoner of Azkaban,Adventure-Fantasy-Family
844,12,1.0,Rocky IV,Drama
845,12,4.0,Superstar: The Karen Carpenter Story,Drama-Music
846,12,2.0,Speed 2: Cruise Control,Action-Adventure-Thriller
847,12,3.0,The Prisoner of Zenda,Action-Adventure-Comedy
848,12,2.0,The House of the Spirits,Romance-Drama
849,12,2.0,Reign Over Me,Drama
850,12,4.0,Earth,Drama-Romance-Science Fiction
852,12,2.0,Sleepy Hollow,Drama-Fantasy-Thriller-Mystery
853,12,4.0,License to Wed,Comedy
854,12,2.0,The War of the Gargantuas,Action-Horror-Science Fiction
856,12,3.0,Battle Royale,Drama-Thriller-Adventure
857,12,2.0,Beavis and Butt-Head Do America,Animation-Comedy
864,12,2.0,Red Beard,Drama
881,12,5.0,Dark Blue Almost Black,Drama
891,13,4.0,Three Colors: Red,Drama-Mystery-Romance
892,13,4.0,Underworld,Fantasy-Action-Thriller
893,13,3.5,Terminator 3: Rise of the Machines,Action-Thriller-Science Fiction
894,13,4.5,The Million Dollar Hotel,Drama-Thriller
897,13,3.0,Monsoon Wedding,Comedy-Drama-Romance
898,13,3.5,Casino,Drama-Crime
899,13,4.0,Once Were Warriors,Drama
900,13,4.0,The Wrong Trousers,Animation-Comedy-Family
901,13,3.0,Big Fish,Adventure-Fantasy-Drama
902,13,4.0,The Hours,Drama
903,13,4.0,The Great Dictator,Comedy
904,13,3.5,Blood: The Last Vampire,Fantasy-Animation-Horror-Comedy-Thriller-Science Fiction
906,13,4.0,Notes on a Scandal,Drama-Romance
907,13,2.5,Bridge to Terabithia,Adventure-Drama-Family
908,13,3.0,Or (My Treasure),Drama
909,13,4.0,My Name Is Bruce,Comedy-Horror
910,13,4.0,Reign Over Me,Drama
913,13,4.0,Secret Agent,Thriller
914,13,3.0,Young and Innocent,Drama-Crime
918,13,3.0,The Searchers,Western
921,13,3.5,The Yes Men,Comedy-Documentary
928,13,3.5,And Then There Were None,Crime-Drama-Mystery
929,13,4.5,5 Card Stud,Action-Western-Thriller
935,13,4.5,Confession of a Child of the Century,Drama
942,14,1.0,The Terminal,Comedy-Drama
944,14,3.0,All the Way Boys,Adventure-Action-Comedy
945,14,3.0,Iron Eagle III,Action-Thriller
946,14,2.0,Reign Over Me,Drama
953,14,2.0,A Good Marriage,Drama-Comedy-Romance
954,14,4.0,The Searchers,Western
956,14,5.0,Barry Lyndon,Drama-Romance-War
963,15,2.0,Ariel,Drama-Crime
964,15,4.5,Four Rooms,Crime-Comedy
965,15,4.0,Judgment Night,Action-Thriller-Crime
967,15,2.5,Star Wars,Adventure-Action-Science Fiction
968,15,2.5,American Beauty,Drama
969,15,3.5,Dancer in the Dark,Drama-Crime-Music
970,15,3.0,The Dark,Horror-Thriller-Mystery
971,15,1.0,Metropolis,Drama-Science Fiction
972,15,4.5,The Endless Summer,Documentary
973,15,2.5,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure-Fantasy-Action
974,15,3.0,Jarhead,Drama-War
983,15,2.0,2001: A Space Odyssey,Science Fiction-Mystery-Adventure
984,15,0.5,Million Dollar Baby,Drama
985,15,5.0,Miami Vice,Action-Adventure-Crime-Thriller
987,15,1.5,Armageddon,Action-Thriller-Science Fiction-Adventure
988,15,4.0,Leon: The Professional,Thriller-Crime-Drama
989,15,1.0,Run Lola Run,Action-Drama-Thriller
990,15,2.0,Snatch,Thriller-Crime
991,15,3.0,Three Colors: Red,Drama-Mystery-Romance
992,15,5.0,Scarface,Action-Crime-Drama-Thriller
993,15,2.5,Italian for Beginners,Comedy-Drama-Romance
994,15,4.0,The Lord of the Rings,Fantasy-Drama-Animation-Adventure
996,15,3.5,Breaking the Waves,Drama-Romance
997,15,5.0,Akira,Science Fiction-Animation
